courseURI,courseNo,lectureURI,lectureName,lectureNumber,lectureContent
file:///Users/jatin/workspace/roboprof/data#1709075924,COMP 6741,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems,MachineLearningforIntelligentSystems,6,https://en.wikipedia.org/wiki/K-means_clustering
file:///Users/jatin/workspace/roboprof/data#1709075924,COMP 6741,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems,MachineLearningforIntelligentSystems,6,https://www.datacamp.com/community/tutorials/k-nearest-neighbor-classification-scikit-learn
file:///Users/jatin/workspace/roboprof/data#1709075924,COMP 6741,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems,MachineLearningforIntelligentSystems,6,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/lab06.txt
file:///Users/jatin/workspace/roboprof/data#1709075924,COMP 6741,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems,MachineLearningforIntelligentSystems,6,https://en.wikipedia.org/wiki/Precision_and_recall
file:///Users/jatin/workspace/roboprof/data#1709075924,COMP 6741,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems,MachineLearningforIntelligentSystems,6,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems/slides06.txt
file:///Users/jatin/workspace/roboprof/data#1709075924,COMP 6741,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/6_MachineLearningforIntelligentSystems,MachineLearningforIntelligentSystems,6,https://www.youtube.com/watch?embed=no&v=4b5d3muPQmA
