courseURI,courseName,courseSubject,courseNumber,CourseDescription
file:///Users/jatin/workspace/roboprof/data#3316442633,INTELLIGENT SYSTEMS,COMP,6741,"Knowledge representation and reasoning. Uncertainty and conflict resolution. Design of intelligent systems. Grammar-based, rule-based, and blackboard architectures. A project is required."
