topicURI,topicName,courseURI,courseName,lectureURI,lectureNumber
file:///Users/jatin/workspace/roboprof/data#1261890481,AI,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2600504410,"LAKOFF, G.",file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1486806581,TEXT ADVENTURE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7164824948,E-COMMERCE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2923883917,MACHINE TRANSLATION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9113548343,CALORIMETRY,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2504149327,HINTON,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7454862217,MACHINE LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3633975015,TORONTO,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1796802660,BENGIO,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9075991505,BENGIO,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4951548808,DEEP LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4296172695,BACKPROPAGATION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3143711343,MACMILLAN PUBLISHERS LIMITED,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3943114845,KERNEL,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4558104417,PIXEL,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6093157116,SPEECH RECOGNITION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6109610723,PERCEPTRON,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2026068139,OPTIMIZATION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1068516286,DAUPHIN,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1985842162,TEDDY BEAR,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7454201125,NVIDIA,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7370141624,REPRESENTATION LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#8728981759,"NEW YORK, NEW YORK",file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4267534326,VISUAL CORTEX,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9653871871,DEEP LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4077503086,"MOUNTAIN VIEW, CALIFORNIA",file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6343569115,GENE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6028742924,RECURRENT NEURAL NETWORKS,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9374291497,SHERIDAN,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4091317600,HIGGS BOSON,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1147528373,HINTON,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2687637940,IEEE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7966226672,DEEP LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#5675953040,NEURAL MACHINE TRANSLATION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6482984152,RELU,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#5781537988,VINCENT,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9088840809,VISUAL CORTEX,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3342634864,KAGGLE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7638253363,MIT PRESS,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#8158866515,MOUSE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7505776694,BREED,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6400565768,STOCHASTIC,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7720177132,COMMONSENSE REASONING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9086744821,HALF-SPACES,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6056926484,STEEPEST DESCENT,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#5807374566,MEMORY,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1288692033,SAMOYED DOG,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#5570106807,RELU,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2834033656,JAIN,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3270521530,NEURAL NETWORK,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2426402973,VECTOR,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7327514060,DOG,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9825525224,RECURRENT NEURAL NETWORKS,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3307411922,FEATURE EXTRACTORS,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2093680791,THE WEIGHT,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4537158087,SPEECH RECOGNITION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3321596801,TORONTO,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#5550875907,BENGIO,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2317723835,COST FUNCTION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6037769855,DEEP LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4741997185,CANADA,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6246482311,DEEP LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4357725578,TEMS,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7737367439,NATURAL LANGUAGE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3565583480,HANDWRITING RECOGNITION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1997819907,HINTON,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7278336973,HARVARD,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2680411466,SPLICING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9256459416,FEATURE LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3583480109,QUESTION ANSWERING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2746573577,NEURAL NETWORK,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2495638829,BENGIO,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6564673407,ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1585934454,DAHL,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7028028605,SUPERVISED LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9762993948,GRADIENT DESCENT,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#8133293648,NATURAL LANGUAGE PROCESSING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1406480959,NEURAL MACHINE TRANSLATION,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4017114011,PREPRINT,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2039617992,RECTIFIER,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9189317646,CHAIN RULE,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1508663112,PIXEL,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9912404478,IMAGENET,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#4725431315,RELU,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7357074078,ONTARIO,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7356965406,WORD VECTORS,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#7995993128,RECURRENT NETWORK,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#3183281217,DOG,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9336073780,MACHINE LEARNING,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#5654011846,ALGORITHM,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#6526711025,TOSHEV,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#1708430701,ANDROID,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9269121378,NVIDIA,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#8990030197,NEURON,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#2519370633,PARTICLE ACCELERATOR,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
file:///Users/jatin/workspace/roboprof/data#9396055305,DRUG DISCOVERY,file:///Users/jatin/workspace/roboprof/data#1630436613,APPLIED ARTIFICIAL INTELLIGENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6721/lectures/7_IntroToDL,7
