Deep_learning,Deep_learning,file:///Users/jatin/workspace/roboprof/data#Datasets/COMP6721/lectures/7_IntroToDL/slides07.pdf,Deep_learning
Natural_language_processing,Natural_language_processing,file:///Users/jatin/workspace/roboprof/data#Datasets/COMP6721/lectures/10_NLP/slides10.pdf,Natural_language_processing
Recommender_system,Recommender_system,file:///Users/jatin/workspace/roboprof/data#Datasets/COMP6741/lectures/5_Recommender%20Systems/slides05.pdf,Recommender_system
Machine_learning,Machine_learning,file:///Users/jatin/workspace/roboprof/data#Datasets/COMP6741/lectures/6_Machine%20Learning%20for%20Intelligent%20Systems/slides06.pdf,Machine_learning
